route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,scheduled_trip_id,train_id
RED,44_R,9411542_20454,"GLENMONT",0,,RRED_1,9411542,121
RED,44_R,9411540_20454,"GLENMONT",0,,RRED_1,9411540,122
RED,44_R,9411502_20454,"GLENMONT",0,,RRED_1,9411502,123
RED,44_R,9411533_20454,"GLENMONT",0,,RRED_1,9411533,124
RED,44_R,9411536_20454,"GLENMONT",0,,RRED_1,9411536,125
RED,44_R,9411509_20454,"GLENMONT",0,,RRED_1,9411509,101
RED,44_R,9411518_20454,"GLENMONT",0,,RRED_1,9411518,102
RED,44_R,9411535_20454,"GLENMONT",0,,RRED_1,9411535,103
RED,44_R,9411515_20454,"GLENMONT",0,,RRED_1,9411515,104
RED,44_R,9411545_20454,"GLENMONT",0,,RRED_1,9411545,105
RED,44_R,9411559_20454,"GLENMONT",0,,RRED_1,9411559,106
RED,44_R,9411553_20454,"GLENMONT",0,,RRED_1,9411553,107
RED,44_R,9411552_20454,"GLENMONT",0,,RRED_1,9411552,108
RED,44_R,9411557_20454,"GLENMONT",0,,RRED_1,9411557,109
RED,44_R,9411558_20454,"GLENMONT",0,,RRED_1,9411558,110
RED,44_R,9411554_20454,"GLENMONT",0,,RRED_1,9411554,111
RED,44_R,9411544_20454,"GLENMONT",0,,RRED_1,9411544,113
RED,44_R,9411579_20454,"GLENMONT",0,,RRED_1,9411579,114
RED,44_R,9411577_20454,"GLENMONT",0,,RRED_1,9411577,115
RED,44_R,9411589_20454,"GLENMONT",0,,RRED_1,9411589,116
RED,44_R,9411567_20454,"GLENMONT",0,,RRED_1,9411567,117
RED,44_R,9411596_20454,"GLENMONT",0,,RRED_1,9411596,118
RED,44_R,9411566_20454,"GLENMONT",0,,RRED_1,9411566,119
RED,44_R,9411586_20454,"GLENMONT",0,,RRED_1,9411586,120
RED,44_R,9411598_20454,"GLENMONT",0,,RRED_1,9411598,121
RED,44_R,9411600_20454,"GLENMONT",0,,RRED_1,9411600,122
RED,44_R,9411580_20454,"GLENMONT",0,,RRED_1,9411580,123
RED,44_R,9411587_20454,"GLENMONT",0,,RRED_1,9411587,124
RED,44_R,9411575_20454,"GLENMONT",0,,RRED_1,9411575,125
RED,44_R,9411563_20454,"GLENMONT",0,,RRED_1,9411563,101
RED,44_R,9411594_20454,"GLENMONT",0,,RRED_1,9411594,102
RED,44_R,9411590_20454,"GLENMONT",0,,RRED_1,9411590,103
RED,44_R,9411573_20454,"GLENMONT",0,,RRED_1,9411573,104
RED,44_R,9411588_20454,"GLENMONT",0,,RRED_1,9411588,105
RED,44_R,9411574_20454,"GLENMONT",0,,RRED_1,9411574,106
RED,44_R,9411591_20454,"GLENMONT",0,,RRED_1,9411591,107
RED,44_R,9411565_20454,"GLENMONT",0,,RRED_1,9411565,108
RED,44_R,9411610_20454,"GLENMONT",0,,RRED_1,9411610,109
RED,44_R,9411608_20454,"GLENMONT",0,,RRED_1,9411608,110
RED,44_R,9411612_20454,"GLENMONT",0,,RRED_1,9411612,111
RED,44_R,9411617_20454,"GLENMONT",0,,RRED_1,9411617,113
RED,44_R,9411616_20454,"GLENMONT",0,,RRED_1,9411616,114
RED,44_R,9411603_20454,"GLENMONT",0,,RRED_1,9411603,115
RED,44_R,9411611_20454,"GLENMONT",0,,RRED_1,9411611,116
RED,44_R,9411619_20454,"GLENMONT",0,,RRED_1,9411619,117
RED,44_R,9411606_20454,"GLENMONT",0,,RRED_1,9411606,118
RED,44_R,9411622_20454,"GLENMONT",0,,RRED_1,9411622,119
RED,44_R,9411623_20454,"GLENMONT",0,,RRED_1,9411623,120
RED,44_R,9411620_20454,"GLENMONT",0,,RRED_1,9411620,121
RED,44_R,9411629_20454,"GLENMONT",0,,RRED_1,9411629,122
RED,44_R,9411648_20454,"GLENMONT",0,,RRED_1,9411648,123
RED,44_R,9411635_20454,"GLENMONT",0,,RRED_1,9411635,124
RED,44_R,9411644_20454,"GLENMONT",0,,RRED_1,9411644,125
RED,44_R,9411645_20454,"GLENMONT",0,,RRED_1,9411645,101
RED,44_R,9411627_20454,"GLENMONT",0,,RRED_1,9411627,102
RED,44_R,9411630_20454,"GLENMONT",0,,RRED_1,9411630,103
RED,44_R,9411639_20454,"GLENMONT",0,,RRED_1,9411639,104
RED,44_R,9411643_20454,"GLENMONT",0,,RRED_1,9411643,105
RED,44_R,9411636_20454,"GLENMONT",0,,RRED_1,9411636,106
RED,44_R,9411632_20454,"GLENMONT",0,,RRED_1,9411632,107
RED,44_R,9411649_20454,"GLENMONT",0,,RRED_1,9411649,108
RED,44_R,9411671_20454,"GLENMONT",0,,RRED_1,9411671,109
RED,44_R,9411677_20454,"GLENMONT",0,,RRED_1,9411677,110
RED,44_R,9411689_20454,"GLENMONT",0,,RRED_1,9411689,111
RED,44_R,9411690_20454,"GLENMONT",0,,RRED_1,9411690,113
RED,44_R,9411681_20454,"GLENMONT",0,,RRED_1,9411681,114
RED,44_R,9411670_20454,"GLENMONT",0,,RRED_1,9411670,115
RED,44_R,9411667_20454,"GLENMONT",0,,RRED_1,9411667,116
RED,44_R,9411652_20454,"GLENMONT",0,,RRED_1,9411652,117
RED,44_R,9411678_20454,"GLENMONT",0,,RRED_1,9411678,118
RED,44_R,9411686_20454,"GLENMONT",0,,RRED_1,9411686,119
RED,44_R,9411669_20454,"GLENMONT",0,,RRED_1,9411669,120
RED,44_R,9411660_20454,"GLENMONT",0,,RRED_1,9411660,121
RED,44_R,9411679_20454,"GLENMONT",0,,RRED_1,9411679,122
RED,44_R,9411663_20454,"GLENMONT",0,,RRED_1,9411663,123
RED,44_R,9411658_20454,"GLENMONT",0,,RRED_1,9411658,124
RED,44_R,9411666_20454,"GLENMONT",0,,RRED_1,9411666,125
RED,44_R,9411668_20454,"GLENMONT",0,,RRED_1,9411668,101
RED,44_R,9411720_20454,"GLENMONT",0,,RRED_1,9411720,102
RED,44_R,9411699_20454,"GLENMONT",0,,RRED_1,9411699,103
RED,44_R,9411694_20454,"GLENMONT",0,,RRED_1,9411694,104
RED,44_R,9411729_20454,"GLENMONT",0,,RRED_1,9411729,105
RED,44_R,9411741_20454,"GLENMONT",0,,RRED_1,9411741,106
RED,44_R,9411747_20454,"GLENMONT",0,,RRED_1,9411747,107
RED,44_R,9411713_20454,"GLENMONT",0,,RRED_1,9411713,108
RED,44_R,9411739_20454,"GLENMONT",0,,RRED_1,9411739,109
RED,44_R,9411728_20454,"GLENMONT",0,,RRED_1,9411728,110
RED,44_R,9411703_20454,"GLENMONT",0,,RRED_1,9411703,111
RED,44_R,9411708_20454,"GLENMONT",0,,RRED_1,9411708,113
RED,44_R,9411742_20454,"GLENMONT",0,,RRED_1,9411742,114
RED,44_R,9411748_20454,"GLENMONT",0,,RRED_1,9411748,115
RED,44_R,9411730_20454,"GLENMONT",0,,RRED_1,9411730,116
RED,44_R,9411692_20454,"GLENMONT",0,,RRED_1,9411692,117
RED,44_R,9411738_20454,"GLENMONT",0,,RRED_1,9411738,118
RED,44_R,9411693_20454,"GLENMONT",0,,RRED_1,9411693,119
RED,44_R,9411746_20454,"GLENMONT",0,,RRED_1,9411746,120
RED,44_R,9411709_20454,"GLENMONT",0,,RRED_1,9411709,121
RED,44_R,9411705_20454,"GLENMONT",0,,RRED_1,9411705,122
RED,44_R,9411721_20454,"GLENMONT",0,,RRED_1,9411721,123
RED,44_R,9411727_20454,"GLENMONT",0,,RRED_1,9411727,124
RED,44_R,9411717_20454,"GLENMONT",0,,RRED_1,9411717,125
RED,44_R,9411696_20454,"GLENMONT",0,,RRED_1,9411696,101
RED,44_R,9411759_20454,"GLENMONT",0,,RRED_1,9411759,102
RED,44_R,9411456_20454,"GLENMONT",0,,RRED_1,9411456,103
RED,44_R,9411462_20454,"GLENMONT",0,,RRED_1,9411462,104
RED,44_R,9411704_20454,"GLENMONT",0,,RRED_1,9411704,105
RED,44_R,9411757_20454,"GLENMONT",0,,RRED_1,9411757,106
RED,44_R,9411486_20454,"GLENMONT",0,,RRED_1,9411486,107
RED,44_R,9411520_20454,"GLENMONT",0,,RRED_1,9411520,108
RED,44_R,9411758_20454,"GLENMONT",0,,RRED_1,9411758,109
RED,44_R,9411754_20454,"GLENMONT",0,,RRED_1,9411754,110
RED,44_R,9411455_20454,"GLENMONT",0,,RRED_1,9411455,111
RED,44_R,9411524_20454,"GLENMONT",0,,RRED_1,9411524,113
RED,44_R,9411753_20454,"GLENMONT",0,,RRED_1,9411753,114
RED,44_R,9411453_20454,"GLENMONT",0,,RRED_1,9411453,115
RED,44_R,9411464_20454,"GLENMONT",0,,RRED_1,9411464,116
RED,44_R,9411651_20454,"GLENMONT",0,,RRED_1,9411651,117
RED,44_R,9411664_20454,"GLENMONT",0,,RRED_1,9411664,118
RED,44_R,9411461_20454,"GLENMONT",0,,RRED_1,9411461,119
RED,44_R,9411465_20454,"GLENMONT",0,,RRED_1,9411465,120
RED,44_R,9411459_20454,"GLENMONT",0,,RRED_1,9411459,121
RED,44_R,9411685_20454,"GLENMONT",0,,RRED_1,9411685,123
RED,44_R,9411475_20454,"GLENMONT",0,,RRED_1,9411475,124
RED,44_R,9411471_20454,"GLENMONT",0,,RRED_1,9411471,101
RED,44_R,9411725_20454,"GLENMONT",0,,RRED_1,9411725,103
RED,44_R,9411784_20454,"GLENMONT",0,,RRED_1,9411784,104
RED,44_R,9411785_20454,"GLENMONT",0,,RRED_1,9411785,106
RED,44_R,9411786_20454,"GLENMONT",0,,RRED_1,9411786,108
RED,44_R,9411787_20454,"GLENMONT",0,,RRED_1,9411787,109
RED,44_R,9411788_20454,"GLENMONT",0,,RRED_1,9411788,113
RED,44_R,9411789_20454,"GLENMONT",0,,RRED_1,9411789,115
RED,44_R,9411469_20454,"GLENMONT",0,,RRED_1,9411469,117
RED,44_R,9411819_20454,"GLENMONT",0,,RRED_1,9411819,118
RED,44_R,9411820_20454,"GLENMONT",0,,RRED_1,9411820,120
RED,44_R,9411821_20454,"GLENMONT",0,,RRED_1,9411821,121
RED,44_R,9411822_20454,"GLENMONT",0,,RRED_1,9411822,123
RED,44_R,9411823_20454,"GLENMONT",0,,RRED_1,9411823,124
RED,44_R,9411824_20454,"GLENMONT",0,,RRED_1,9411824,101
RED,44_R,9411700_20454,"GLENMONT",0,,RRED_1,9411700,103
RED,44_R,9411495_20454,"GLENMONT",0,,RRED_1,9411495,104
RED,44_R,9411447_20454,"GLENMONT",0,,RRED_1,9411447,106
RED,44_R,9411439_20454,"GLENMONT",0,,RRED_1,9411439,108
RED,44_R,9411442_20454,"GLENMONT",0,,RRED_1,9411442,109
RED,44_R,9411443_20454,"GLENMONT",0,,RRED_1,9411443,113
RED,44_R,9411452_20454,"GLENMONT",0,,RRED_1,9411452,115
RED,45_R,10465671_20454,"GLENMONT",0,,RRED_2,10465671,105
RED,45_R,10465679_20454,"GLENMONT",0,,RRED_2,10465679,106
RED,45_R,10465677_20454,"GLENMONT",0,,RRED_2,10465677,107
RED,45_R,10465686_20454,"GLENMONT",0,,RRED_2,10465686,108
RED,45_R,10465688_20454,"GLENMONT",0,,RRED_2,10465688,109
RED,45_R,10465681_20454,"GLENMONT",0,,RRED_2,10465681,110
RED,45_R,10465815_20454,"GLENMONT",0,,RRED_2,10465815,111
RED,45_R,10465816_20454,"GLENMONT",0,,RRED_2,10465816,101
RED,45_R,10465817_20454,"GLENMONT",0,,RRED_2,10465817,102
RED,45_R,10465818_20454,"GLENMONT",0,,RRED_2,10465818,103
RED,45_R,10465685_20454,"GLENMONT",0,,RRED_2,10465685,104
RED,45_R,10465692_20454,"GLENMONT",0,,RRED_2,10465692,105
RED,45_R,10465700_20454,"GLENMONT",0,,RRED_2,10465700,106
RED,45_R,10465695_20454,"GLENMONT",0,,RRED_2,10465695,107
RED,45_R,10465704_20454,"GLENMONT",0,,RRED_2,10465704,108
RED,45_R,10465689_20454,"GLENMONT",0,,RRED_2,10465689,109
RED,45_R,10465691_20454,"GLENMONT",0,,RRED_2,10465691,110
RED,45_R,10465702_20454,"GLENMONT",0,,RRED_2,10465702,111
RED,45_R,10465710_20454,"GLENMONT",0,,RRED_2,10465710,101
RED,45_R,10465708_20454,"GLENMONT",0,,RRED_2,10465708,102
RED,45_R,10465709_20454,"GLENMONT",0,,RRED_2,10465709,103
RED,45_R,10465719_20454,"GLENMONT",0,,RRED_2,10465719,104
RED,45_R,10465714_20454,"GLENMONT",0,,RRED_2,10465714,105
RED,45_R,10465713_20454,"GLENMONT",0,,RRED_2,10465713,106
RED,45_R,10465727_20454,"GLENMONT",0,,RRED_2,10465727,107
RED,45_R,10465722_20454,"GLENMONT",0,,RRED_2,10465722,108
RED,45_R,10465725_20454,"GLENMONT",0,,RRED_2,10465725,109
RED,45_R,10465718_20454,"GLENMONT",0,,RRED_2,10465718,110
RED,45_R,10465723_20454,"GLENMONT",0,,RRED_2,10465723,111
RED,45_R,10465732_20454,"GLENMONT",0,,RRED_2,10465732,101
RED,45_R,10465734_20454,"GLENMONT",0,,RRED_2,10465734,102
RED,45_R,10465728_20454,"GLENMONT",0,,RRED_2,10465728,103
RED,45_R,10465730_20454,"GLENMONT",0,,RRED_2,10465730,104
RED,45_R,10465735_20454,"GLENMONT",0,,RRED_2,10465735,105
RED,45_R,10465745_20454,"GLENMONT",0,,RRED_2,10465745,106
RED,45_R,10465744_20454,"GLENMONT",0,,RRED_2,10465744,107
RED,45_R,10465739_20454,"GLENMONT",0,,RRED_2,10465739,108
RED,45_R,10465743_20454,"GLENMONT",0,,RRED_2,10465743,109
RED,45_R,10465746_20454,"GLENMONT",0,,RRED_2,10465746,110
RED,45_R,10465759_20454,"GLENMONT",0,,RRED_2,10465759,111
RED,45_R,10465761_20454,"GLENMONT",0,,RRED_2,10465761,101
RED,45_R,10465756_20454,"GLENMONT",0,,RRED_2,10465756,102
RED,45_R,10465764_20454,"GLENMONT",0,,RRED_2,10465764,103
RED,45_R,10465752_20454,"GLENMONT",0,,RRED_2,10465752,104
RED,45_R,10465757_20454,"GLENMONT",0,,RRED_2,10465757,105
RED,45_R,10465751_20454,"GLENMONT",0,,RRED_2,10465751,106
RED,45_R,10465766_20454,"GLENMONT",0,,RRED_2,10465766,107
RED,45_R,10465783_20454,"GLENMONT",0,,RRED_2,10465783,108
RED,45_R,10465782_20454,"GLENMONT",0,,RRED_2,10465782,109
RED,45_R,10465767_20454,"GLENMONT",0,,RRED_2,10465767,110
RED,45_R,10465787_20454,"GLENMONT",0,,RRED_2,10465787,111
RED,45_R,10465765_20454,"GLENMONT",0,,RRED_2,10465765,101
RED,45_R,10465786_20454,"GLENMONT",0,,RRED_2,10465786,102
RED,45_R,10465769_20454,"GLENMONT",0,,RRED_2,10465769,103
RED,45_R,10465775_20454,"GLENMONT",0,,RRED_2,10465775,104
RED,45_R,10465791_20454,"GLENMONT",0,,RRED_2,10465791,105
RED,45_R,10465768_20454,"GLENMONT",0,,RRED_2,10465768,106
RED,45_R,10465683_20454,"GLENMONT",0,,RRED_2,10465683,107
RED,45_R,10465789_20454,"GLENMONT",0,,RRED_2,10465789,108
RED,45_R,10465698_20454,"GLENMONT",0,,RRED_2,10465698,109
RED,45_R,10465669_20454,"GLENMONT",0,,RRED_2,10465669,110
RED,45_R,10465754_20454,"GLENMONT",0,,RRED_2,10465754,111
RED,45_R,10465666_20454,"GLENMONT",0,,RRED_2,10465666,101
RED,45_R,10465763_20454,"GLENMONT",0,,RRED_2,10465763,102
RED,45_R,10465675_20454,"GLENMONT",0,,RRED_2,10465675,103
RED,45_R,10465673_20454,"GLENMONT",0,,RRED_2,10465673,104
RED,45_R,10465779_20454,"GLENMONT",0,,RRED_2,10465779,105
RED,45_R,10465807_20454,"GLENMONT",0,,RRED_2,10465807,106
RED,45_R,10465808_20454,"GLENMONT",0,,RRED_2,10465808,107
RED,45_R,10465809_20454,"GLENMONT",0,,RRED_2,10465809,108
RED,45_R,10465810_20454,"GLENMONT",0,,RRED_2,10465810,109
RED,45_R,10465811_20454,"GLENMONT",0,,RRED_2,10465811,110
RED,45_R,10465812_20454,"GLENMONT",0,,RRED_2,10465812,111
RED,45_R,10465672_20454,"GLENMONT",0,,RRED_2,10465672,101
RED,45_R,10465824_20454,"GLENMONT",0,,RRED_2,10465824,102
RED,45_R,10465825_20454,"GLENMONT",0,,RRED_2,10465825,103
RED,45_R,10465826_20454,"GLENMONT",0,,RRED_2,10465826,104
RED,45_R,10465827_20454,"GLENMONT",0,,RRED_2,10465827,105
RED,45_R,10465828_20454,"GLENMONT",0,,RRED_2,10465828,106
RED,45_R,10465844_20454,"NOMA GALLAUDET U",0,,RRED_3,10465844,151
RED,45_R,10465846_20454,"NOMA GALLAUDET U",0,,RRED_3,10465846,152
RED,45_R,10465847_20454,"NOMA GALLAUDET U",0,,RRED_3,10465847,153
RED,45_R,10465848_20454,"NOMA GALLAUDET U",0,,RRED_3,10465848,154
RED,45_R,10465849_20454,"NOMA GALLAUDET U",0,,RRED_3,10465849,155
RED,45_R,10465850_20454,"NOMA GALLAUDET U",0,,RRED_3,10465850,156
RED,45_R,10465851_20454,"NOMA GALLAUDET U",0,,RRED_3,10465851,157
RED,45_R,10465852_20454,"NOMA GALLAUDET U",0,,RRED_3,10465852,151
RED,45_R,10465853_20454,"NOMA GALLAUDET U",0,,RRED_3,10465853,152
RED,45_R,10465854_20454,"NOMA GALLAUDET U",0,,RRED_3,10465854,153
RED,45_R,10465855_20454,"NOMA GALLAUDET U",0,,RRED_3,10465855,154
RED,45_R,10465856_20454,"NOMA GALLAUDET U",0,,RRED_3,10465856,155
RED,45_R,10465857_20454,"NOMA GALLAUDET U",0,,RRED_3,10465857,156
RED,45_R,10465858_20454,"NOMA GALLAUDET U",0,,RRED_3,10465858,157
RED,45_R,10465859_20454,"NOMA GALLAUDET U",0,,RRED_3,10465859,151
RED,45_R,10465860_20454,"NOMA GALLAUDET U",0,,RRED_3,10465860,152
RED,45_R,10465861_20454,"NOMA GALLAUDET U",0,,RRED_3,10465861,153
RED,45_R,10465862_20454,"NOMA GALLAUDET U",0,,RRED_3,10465862,154
RED,45_R,10465863_20454,"NOMA GALLAUDET U",0,,RRED_3,10465863,155
RED,45_R,10465864_20454,"NOMA GALLAUDET U",0,,RRED_3,10465864,156
RED,45_R,10465865_20454,"NOMA GALLAUDET U",0,,RRED_3,10465865,157
RED,45_R,10465866_20454,"NOMA GALLAUDET U",0,,RRED_3,10465866,151
RED,45_R,10465867_20454,"NOMA GALLAUDET U",0,,RRED_3,10465867,152
RED,45_R,10465868_20454,"NOMA GALLAUDET U",0,,RRED_3,10465868,153
RED,45_R,10465869_20454,"NOMA GALLAUDET U",0,,RRED_3,10465869,154
RED,45_R,10465870_20454,"NOMA GALLAUDET U",0,,RRED_3,10465870,155
RED,45_R,10465871_20454,"NOMA GALLAUDET U",0,,RRED_3,10465871,156
RED,45_R,10465872_20454,"NOMA GALLAUDET U",0,,RRED_3,10465872,157
RED,45_R,10465873_20454,"NOMA GALLAUDET U",0,,RRED_3,10465873,151
RED,45_R,10465874_20454,"NOMA GALLAUDET U",0,,RRED_3,10465874,152
RED,45_R,10465875_20454,"NOMA GALLAUDET U",0,,RRED_3,10465875,153
RED,45_R,10465876_20454,"NOMA GALLAUDET U",0,,RRED_3,10465876,154
RED,45_R,10465877_20454,"NOMA GALLAUDET U",0,,RRED_3,10465877,155
RED,45_R,10465878_20454,"NOMA GALLAUDET U",0,,RRED_3,10465878,156
RED,45_R,10465879_20454,"NOMA GALLAUDET U",0,,RRED_3,10465879,157
RED,45_R,10465880_20454,"NOMA GALLAUDET U",0,,RRED_3,10465880,151
RED,45_R,10465881_20454,"NOMA GALLAUDET U",0,,RRED_3,10465881,152
RED,45_R,10465882_20454,"NOMA GALLAUDET U",0,,RRED_3,10465882,153
RED,45_R,10465883_20454,"NOMA GALLAUDET U",0,,RRED_3,10465883,154
RED,45_R,10465884_20454,"NOMA GALLAUDET U",0,,RRED_3,10465884,155
RED,45_R,10465885_20454,"NOMA GALLAUDET U",0,,RRED_3,10465885,156
RED,45_R,10465886_20454,"NOMA GALLAUDET U",0,,RRED_3,10465886,157
RED,45_R,10465887_20454,"NOMA GALLAUDET U",0,,RRED_3,10465887,151
RED,45_R,10465888_20454,"NOMA GALLAUDET U",0,,RRED_3,10465888,152
RED,45_R,10465890_20454,"NOMA GALLAUDET U",0,,RRED_3,10465890,153
RED,45_R,10465891_20454,"NOMA GALLAUDET U",0,,RRED_3,10465891,154
RED,45_R,10465889_20454,"NOMA GALLAUDET U",0,,RRED_3,10465889,155
RED,45_R,10465892_20454,"NOMA GALLAUDET U",0,,RRED_3,10465892,156
RED,45_R,10465893_20454,"NOMA GALLAUDET U",0,,RRED_3,10465893,157
RED,45_R,10465894_20454,"NOMA GALLAUDET U",0,,RRED_3,10465894,151
RED,45_R,10465895_20454,"NOMA GALLAUDET U",0,,RRED_3,10465895,152
RED,45_R,10465896_20454,"NOMA GALLAUDET U",0,,RRED_3,10465896,153
RED,45_R,10465897_20454,"NOMA GALLAUDET U",0,,RRED_3,10465897,154
RED,45_R,10465898_20454,"NOMA GALLAUDET U",0,,RRED_3,10465898,155
RED,45_R,10465899_20454,"NOMA GALLAUDET U",0,,RRED_3,10465899,156
RED,45_R,10465900_20454,"NOMA GALLAUDET U",0,,RRED_3,10465900,157
RED,45_R,10465901_20454,"NOMA GALLAUDET U",0,,RRED_3,10465901,151
RED,45_R,10465902_20454,"NOMA GALLAUDET U",0,,RRED_3,10465902,152
RED,45_R,10465903_20454,"NOMA GALLAUDET U",0,,RRED_3,10465903,153
RED,46_R,9411864_20454,"GLENMONT",0,,RRED_4,9411864,109
RED,46_R,9411867_20454,"GLENMONT",0,,RRED_4,9411867,110
RED,46_R,9411876_20454,"GLENMONT",0,,RRED_4,9411876,111
RED,46_R,9411884_20454,"GLENMONT",0,,RRED_4,9411884,113
RED,46_R,9411874_20454,"GLENMONT",0,,RRED_4,9411874,114
RED,46_R,9411878_20454,"GLENMONT",0,,RRED_4,9411878,115
RED,46_R,9411875_20454,"GLENMONT",0,,RRED_4,9411875,116
RED,46_R,9411880_20454,"GLENMONT",0,,RRED_4,9411880,117
RED,46_R,9411869_20454,"GLENMONT",0,,RRED_4,9411869,118
RED,46_R,9411872_20454,"GLENMONT",0,,RRED_4,9411872,119
RED,46_R,9411885_20454,"GLENMONT",0,,RRED_4,9411885,120
RED,46_R,9411877_20454,"GLENMONT",0,,RRED_4,9411877,121
RED,46_R,9411871_20454,"GLENMONT",0,,RRED_4,9411871,122
RED,46_R,9411873_20454,"GLENMONT",0,,RRED_4,9411873,123
RED,46_R,9411860_20454,"GLENMONT",0,,RRED_4,9411860,124
RED,46_R,9411861_20454,"GLENMONT",0,,RRED_4,9411861,125
RED,46_R,9411862_20454,"GLENMONT",0,,RRED_4,9411862,101
RED,46_R,9411857_20454,"GLENMONT",0,,RRED_4,9411857,102
RED,46_R,9411856_20454,"GLENMONT",0,,RRED_4,9411856,103
RED,46_R,9411859_20454,"GLENMONT",0,,RRED_4,9411859,104
RED,46_R,9411858_20454,"GLENMONT",0,,RRED_4,9411858,105
RED,46_R,9411898_20454,"GLENMONT",0,,RRED_4,9411898,106
RED,46_R,9411899_20454,"GLENMONT",0,,RRED_4,9411899,107
RED,46_R,9411901_20454,"GLENMONT",0,,RRED_4,9411901,108
RED,46_R,9411902_20454,"GLENMONT",0,,RRED_4,9411902,109
RED,46_R,9411904_20454,"GLENMONT",0,,RRED_4,9411904,110
RED,46_R,9411903_20454,"GLENMONT",0,,RRED_4,9411903,111
RED,46_R,9411957_20454,"GLENMONT",0,,RRED_4,9411957,113
RED,46_R,9411975_20454,"GLENMONT",0,,RRED_4,9411975,114
RED,46_R,9411958_20454,"GLENMONT",0,,RRED_4,9411958,115
RED,46_R,9411967_20454,"GLENMONT",0,,RRED_4,9411967,116
RED,46_R,9411962_20454,"GLENMONT",0,,RRED_4,9411962,117
RED,46_R,9411959_20454,"GLENMONT",0,,RRED_4,9411959,118
RED,46_R,9411970_20454,"GLENMONT",0,,RRED_4,9411970,119
RED,46_R,9411963_20454,"GLENMONT",0,,RRED_4,9411963,120
RED,46_R,9411986_20454,"GLENMONT",0,,RRED_4,9411986,121
RED,46_R,9411977_20454,"GLENMONT",0,,RRED_4,9411977,122
RED,46_R,9411955_20454,"GLENMONT",0,,RRED_4,9411955,123
RED,46_R,9411973_20454,"GLENMONT",0,,RRED_4,9411973,124
RED,46_R,9411974_20454,"GLENMONT",0,,RRED_4,9411974,125
RED,46_R,9411953_20454,"GLENMONT",0,,RRED_4,9411953,101
RED,46_R,9411965_20454,"GLENMONT",0,,RRED_4,9411965,102
RED,46_R,9411964_20454,"GLENMONT",0,,RRED_4,9411964,103
RED,46_R,9411961_20454,"GLENMONT",0,,RRED_4,9411961,104
RED,46_R,9411980_20454,"GLENMONT",0,,RRED_4,9411980,105
RED,46_R,9411927_20454,"GLENMONT",0,,RRED_4,9411927,106
RED,46_R,9411909_20454,"GLENMONT",0,,RRED_4,9411909,107
RED,46_R,9411910_20454,"GLENMONT",0,,RRED_4,9411910,108
